dim 1	dim 2	dim 3	dim 4	dim 5	sample_type	sample	sample_type_binary
0.14964	0.48211	0.03428	0.1958	0.07325	type 1	sample 1495	good
0.10926	0.20552	0.01514	0.18451	0.06943	type 2	sample 1496	bad
0.15276	0.48493	0.03471	0.20101	0.07569	type 1	sample 1497	good
0.1491	0.38584	-0.1054	0.11467	0.07678	type 4	sample 1498	good
0.16808	0.44206	0.04563	0.15232	0.07458	type 3	sample 1499	good
0.11299	0.2141	0.0135	0.17626	0.03789	type 2	sample 1500	bad
0.14489	0.38515	-0.07754	0.12416	0.07867	type 4	sample 1501	bad
0.11561	0.32098	0.14237	-0.06359	0.08506	type 3	sample 1502	bad
0.41411	0.33552	0.00057	0.1511	0.07198	type 5	sample 1503	bad
0.15647	0.48147	0.03229	0.19773	0.07648	type 1	sample 1504	good
0.10921	0.21042	0.01504	0.17935	0.03971	type 2	sample 1505	bad
0.41849	0.33279	-0.00351	0.15005	0.07081	type 5	sample 1506	good
0.14824	0.39841	-0.09908	0.11733	0.07352	type 4	sample 1507	good
0.40673	0.33841	-0.0011	0.14956	0.07044	type 5	sample 1508	bad
0.41462	0.33335	-0.00389	0.14987	0.07254	type 5	sample 1509	good
0.14559	0.39975	-0.10298	0.11462	0.0711	type 4	sample 1510	bad
0.39201	0.34563	0.00407	0.15588	0.07446	type 5	sample 1511	good
0.15151	0.4799	0.02719	0.19585	0.07809	type 1	sample 1512	good
0.15191	0.47986	0.02385	0.19667	0.07843	type 1	sample 1513	good
0.14809	0.39663	-0.1075	0.11411	0.07103	type 4	sample 1514	good
0.37633	0.35658	0.00132	0.15501	0.07402	type 5	sample 1515	good
0.10901	0.19954	0.01538	0.18368	0.07296	type 2	sample 1516	bad
0.4155	0.33765	-0.00081	0.14929	0.07137	type 5	sample 1517	good
0.40801	0.33746	0.0013	0.15192	0.07134	type 5	sample 1518	bad
0.41528	0.33351	-0.00231	0.1478	0.07355	type 5	sample 1519	good
0.11211	0.21372	0.01538	0.17101	-0.00142	type 2	sample 1520	bad
0.11032	0.20849	0.01423	0.17794	0.04927	type 2	sample 1521	bad
0.15116	0.41826	-0.06897	0.13607	0.0723	type 4	sample 1522	good
0.14625	0.38077	-0.10387	0.11574	0.07919	type 4	sample 1523	good
0.14893	0.47956	0.03035	0.19584	0.07441	type 1	sample 1524	good
0.15246	0.47887	0.02249	0.19447	0.07832	type 1	sample 1525	good
0.14708	0.38776	-0.11513	0.10634	0.07247	type 4	sample 1526	good
0.11032	0.21494	0.01118	0.17487	0.04259	type 2	sample 1527	bad
0.14782	0.41759	-0.06845	0.13546	0.07102	type 4	sample 1528	bad
0.14587	0.37128	-0.13217	0.0961	0.0691	type 4	sample 1529	good
0.1447	0.3996	-0.09402	0.11929	0.06911	type 4	sample 1530	good
0.41411	0.33595	0.00041	0.14989	0.07239	type 5	sample 1531	good
0.14627	0.3846	-0.10162	0.11271	0.06873	type 4	sample 1532	good
0.1439	0.45891	0.03522	0.18989	0.05877	type 1	sample 1533	good
0.10963	0.20528	0.0124	0.18151	0.06564	type 2	sample 1534	bad
0.14579	0.37494	-0.0935	0.12021	0.07395	type 4	sample 1535	bad
0.11227	0.20843	0.00607	0.18677	0.11479	type 2	sample 1536	bad
0.14653	0.39249	-0.09778	0.11434	0.07418	type 4	sample 1537	bad
0.14881	0.48237	0.03037	0.19207	0.07198	type 1	sample 1538	good
0.15306	0.4247	-0.08843	0.12491	0.07154	type 4	sample 1539	bad
0.11388	0.23531	0.00696	0.18553	0.10888	type 2	sample 1540	bad
0.10986	0.20928	0.00603	0.18426	0.11175	type 2	sample 1541	bad
0.12863	0.35758	0.1141	-0.00225	0.08215	type 3	sample 1542	good
0.41391	0.33614	-0.00182	0.15265	0.07126	type 5	sample 1543	good
0.11198	0.2102	0.00347	0.18311	0.11763	type 2	sample 1544	bad
0.14292	0.37119	-0.09154	0.12103	0.0722	type 4	sample 1545	bad
0.39479	0.33996	-0.00084	0.15373	0.07546	type 5	sample 1546	good
0.38623	0.34955	0.00421	0.15288	0.0727	type 5	sample 1547	good
0.14789	0.3897	-0.10396	0.11375	0.07328	type 4	sample 1548	good
0.10881	0.20544	0.01492	0.18171	0.06832	type 2	sample 1549	bad
0.36475	0.35906	0.00435	0.15827	0.0743	type 5	sample 1550	good
0.14587	0.38176	-0.11326	0.11025	0.07312	type 4	sample 1551	good
0.1442	0.42739	0.06269	0.12428	0.07884	type 3	sample 1552	good
0.41339	0.33767	0.00162	0.1519	0.07378	type 5	sample 1553	bad
0.1487	0.38933	-0.10802	0.11269	0.07075	type 4	sample 1554	bad
0.1368	0.35929	-0.07631	0.12596	0.07893	type 4	sample 1555	bad
0.14609	0.36885	-0.13076	0.09869	0.0709	type 4	sample 1556	good
0.14638	0.39156	-0.10004	0.11414	0.0721	type 4	sample 1557	bad
0.41644	0.33446	0.00117	0.14923	0.07413	type 5	sample 1558	good
0.10978	0.20635	0.0078	0.18945	0.12988	type 2	sample 1559	bad
0.14981	0.39565	-0.10049	0.11432	0.07547	type 4	sample 1560	bad
0.16578	0.44171	0.04709	0.15345	0.07672	type 3	sample 1561	good
0.14725	0.39016	-0.10917	0.11307	0.07101	type 4	sample 1562	bad
0.14682	0.396	-0.09931	0.11268	0.07345	type 4	sample 1563	good
0.41361	0.33361	-0.00101	0.14915	0.07506	type 5	sample 1564	bad
0.11358	0.21116	0.01565	0.1715	-0.00088	type 2	sample 1565	bad
0.11142	0.21107	0.01697	0.17124	-0.00191	type 2	sample 1566	bad
0.1711	0.44524	0.03948	0.16274	0.08025	type 3	sample 1567	good
0.15488	0.47971	0.02405	0.19605	0.07499	type 1	sample 1568	good
0.39384	0.34196	-0.00012	0.15485	0.07406	type 5	sample 1569	good
0.14268	0.37033	-0.08734	0.12199	0.0792	type 4	sample 1570	good
0.41073	0.33803	-0.00013	0.15064	0.07205	type 5	sample 1571	good
0.11111	0.2043	0.0084	0.18379	0.09784	type 2	sample 1572	bad
0.14753	0.39237	-0.09016	0.11828	0.07204	type 4	sample 1573	bad
0.14684	0.39934	-0.09909	0.11781	0.07457	type 4	sample 1574	bad
0.41429	0.33271	-0.0035	0.15027	0.07334	type 5	sample 1575	bad
0.12029	0.3386	0.1244	-0.03162	0.07754	type 3	sample 1576	bad
0.14898	0.41041	-0.08209	0.12355	0.07215	type 4	sample 1577	good
0.13131	0.37149	0.10404	0.0245	0.08005	type 3	sample 1578	bad
0.14219	0.46065	0.03861	0.19005	0.05727	type 1	sample 1579	good
0.14917	0.48098	0.03289	0.19298	0.07237	type 1	sample 1580	good
0.10723	0.20189	0.01463	0.1812	0.06789	type 2	sample 1581	bad
0.14556	0.40108	-0.08135	0.12499	0.07642	type 4	sample 1582	bad
0.14852	0.4026	-0.10029	0.11433	0.07206	type 4	sample 1583	good
0.41375	0.33701	-0.00114	0.1527	0.06955	type 5	sample 1584	good
0.15011	0.40997	-0.08692	0.12264	0.07198	type 4	sample 1585	bad
0.14216	0.46335	0.03272	0.19091	0.06028	type 1	sample 1586	good
0.14933	0.48061	0.031	0.19684	0.07248	type 1	sample 1587	good
0.11142	0.21431	0.01854	0.16998	-0.00054	type 2	sample 1588	bad
0.15717	0.47895	0.03179	0.19882	0.07448	type 1	sample 1589	good
0.10989	0.20564	0.013	0.18283	0.07225	type 2	sample 1590	bad
0.10804	0.20372	0.01714	0.1841	0.08857	type 2	sample 1591	bad
0.14548	0.37174	-0.08715	0.12197	0.07316	type 4	sample 1592	good
0.11449	0.21057	0.00528	0.1843	0.1169	type 2	sample 1593	bad
0.11022	0.20552	0.00649	0.19054	0.1323	type 2	sample 1594	bad
0.14809	0.40667	-0.10687	0.11075	0.07004	type 4	sample 1595	bad
0.41817	0.33559	0.00062	0.15059	0.07166	type 5	sample 1596	good
0.14664	0.41363	-0.09409	0.12083	0.06825	type 4	sample 1597	good
0.14191	0.37248	-0.07958	0.127	0.06882	type 4	sample 1598	bad
0.14642	0.4122	-0.0878	0.12364	0.07233	type 4	sample 1599	bad
0.41574	0.33328	0.00092	0.14891	0.07341	type 5	sample 1600	bad
0.16405	0.43646	0.05029	0.1337	0.0796	type 3	sample 1601	good
0.15131	0.47768	0.02355	0.19621	0.07823	type 1	sample 1602	good
0.40474	0.3393	-0.00322	0.15185	0.07513	type 5	sample 1603	good
0.41392	0.3335	0.00152	0.15008	0.07014	type 5	sample 1604	bad
0.4135	0.33594	0.00021	0.15111	0.07233	type 5	sample 1605	bad
0.15076	0.41551	-0.06811	0.13014	0.0768	type 4	sample 1606	good
0.14413	0.38532	-0.09363	0.11698	0.07065	type 4	sample 1607	good
0.14886	0.42189	-0.06542	0.13531	0.07209	type 4	sample 1608	good
0.14716	0.39038	-0.07758	0.12982	0.07523	type 4	sample 1609	bad
0.41532	0.33172	0.00113	0.1528	0.07219	type 5	sample 1610	good
0.12057	0.32714	0.13	-0.04325	0.08333	type 3	sample 1611	bad
0.39939	0.339	-0.00053	0.1508	0.07543	type 5	sample 1612	good
0.40596	0.33669	0.00085	0.15417	0.07528	type 5	sample 1613	bad
0.14291	0.46999	0.03701	0.19259	0.06348	type 1	sample 1614	good
0.14372	0.37055	-0.08497	0.12198	0.0738	type 4	sample 1615	good
0.10855	0.20408	0.01555	0.18259	0.06838	type 2	sample 1616	bad
0.14547	0.38831	-0.1251	0.1014	0.07334	type 4	sample 1617	good
0.15067	0.42469	-0.06182	0.13873	0.07467	type 4	sample 1618	good
0.15029	0.40852	-0.08635	0.12199	0.072	type 4	sample 1619	good
0.14526	0.41056	0.07284	0.08366	0.08007	type 3	sample 1620	bad
0.14686	0.48226	0.0262	0.19707	0.07157	type 1	sample 1621	good
0.14944	0.41118	-0.0728	0.12784	0.07059	type 4	sample 1622	good
0.14953	0.41268	-0.06957	0.1263	0.07088	type 4	sample 1623	bad
0.14931	0.40383	-0.10412	0.11354	0.07415	type 4	sample 1624	bad
0.41694	0.33598	0.00432	0.14993	0.07001	type 5	sample 1625	good
0.14623	0.38957	-0.10388	0.11364	0.07593	type 4	sample 1626	good
0.10981	0.20378	0.01248	0.1828	0.0824	type 2	sample 1627	bad
0.14063	0.37584	-0.07911	0.12471	0.07171	type 4	sample 1628	bad
0.1537	0.47994	0.02367	0.19738	0.07797	type 1	sample 1629	good
0.11071	0.21654	0.01573	0.17884	0.04147	type 2	sample 1630	bad
0.40116	0.34054	0.00325	0.15522	0.07567	type 5	sample 1631	good
0.14806	0.39864	-0.10276	0.11341	0.07432	type 4	sample 1632	good
0.19102	0.43417	0.03758	0.15708	0.07517	type 3	sample 1633	good
0.17617	0.41005	0.05989	0.11196	0.0746	type 3	sample 1634	bad
0.15043	0.48369	0.02862	0.19539	0.07083	type 1	sample 1635	good
0.15328	0.47842	0.02366	0.19994	0.07717	type 1	sample 1636	good
0.1847	0.43553	0.04902	0.14595	0.07854	type 3	sample 1637	bad
0.14901	0.40322	-0.101	0.11454	0.06956	type 4	sample 1638	good
0.14271	0.36713	-0.08534	0.12279	0.07617	type 4	sample 1639	bad
0.14536	0.39708	-0.10065	0.1156	0.07396	type 4	sample 1640	good
0.40307	0.34015	-0.00123	0.15006	0.07063	type 5	sample 1641	bad
0.1534	0.47879	0.02364	0.19448	0.07437	type 1	sample 1642	good
0.2802	0.39748	0.02136	0.1575	0.07589	type 3	sample 1643	bad
0.14856	0.39207	-0.1056	0.11354	0.06902	type 4	sample 1644	good
0.14619	0.39212	-0.09876	0.11499	0.07365	type 4	sample 1645	good
0.15074	0.41727	-0.07582	0.1278	0.07487	type 4	sample 1646	good
0.11103	0.20528	0.00583	0.18737	0.12999	type 2	sample 1647	bad
0.11152	0.20972	0.01509	0.17202	-0.00671	type 2	sample 1648	bad
0.11024	0.20602	0.0054	0.18824	0.1312	type 2	sample 1649	bad
0.41497	0.33424	-0.00127	0.14825	0.07261	type 5	sample 1650	good
0.14986	0.40319	-0.08292	0.12175	0.07381	type 4	sample 1651	bad
0.17575	0.43501	0.04264	0.15103	0.07948	type 3	sample 1652	good
0.14782	0.40226	-0.08426	0.1222	0.07515	type 4	sample 1653	bad
0.14596	0.39883	-0.10023	0.11715	0.07239	type 4	sample 1654	bad
0.39477	0.34507	0.00349	0.15169	0.07352	type 5	sample 1655	good
0.11098	0.20283	0.01277	0.18538	0.07184	type 2	sample 1656	bad
0.1496	0.48331	0.03616	0.20162	0.07837	type 1	sample 1657	good
0.14407	0.37702	-0.10252	0.11379	0.07212	type 4	sample 1658	good
0.14607	0.39526	-0.09746	0.11398	0.06851	type 4	sample 1659	good
0.1554	0.48039	0.02399	0.19642	0.07912	type 1	sample 1660	good
0.1542	0.4784	0.02152	0.19553	0.07821	type 1	sample 1661	good
0.17782	0.43971	0.04523	0.15464	0.0749	type 3	sample 1662	bad
0.14811	0.48116	0.03116	0.19786	0.07307	type 1	sample 1663	good
0.40696	0.34093	-0.00088	0.15197	0.07166	type 5	sample 1664	good
0.11122	0.21144	0.01397	0.17629	0.04447	type 2	sample 1665	bad
0.14791	0.39871	-0.10008	0.11511	0.06882	type 4	sample 1666	bad
0.14667	0.3957	-0.09929	0.12156	0.07755	type 4	sample 1667	bad
0.36394	0.36188	0.00516	0.15996	0.07076	type 5	sample 1668	good
0.1533	0.48401	0.02638	0.19686	0.07887	type 1	sample 1669	good
0.41622	0.33473	-0.00106	0.14973	0.07248	type 5	sample 1670	good
0.14231	0.37333	-0.08958	0.11974	0.07357	type 4	sample 1671	good
0.14956	0.42222	-0.06314	0.13342	0.07393	type 4	sample 1672	bad
0.14875	0.39311	-0.08982	0.12228	0.07354	type 4	sample 1673	bad
0.14393	0.37201	-0.08603	0.12379	0.07695	type 4	sample 1674	bad
0.14807	0.48088	0.03481	0.19513	0.07191	type 1	sample 1675	good
0.14781	0.38922	-0.10968	0.10844	0.07391	type 4	sample 1676	good
0.15306	0.47967	0.03205	0.20045	0.0773	type 1	sample 1677	good
0.10922	0.21293	0.01774	0.17648	0.03761	type 2	sample 1678	bad
0.11176	0.20755	0.00668	0.18635	0.11619	type 2	sample 1679	bad
0.37485	0.35534	0.00561	0.1601	0.07302	type 5	sample 1680	good
0.11206	0.21405	0.0014	0.1896	0.11449	type 2	sample 1681	bad
0.10859	0.20678	0.01011	0.18562	0.09672	type 2	sample 1682	bad
0.14522	0.39064	-0.10452	0.11406	0.07185	type 4	sample 1683	bad
0.38861	0.34445	0.00478	0.15422	0.07228	type 5	sample 1684	bad
0.15005	0.48062	0.03209	0.19655	0.07427	type 1	sample 1685	good
0.41293	0.3356	0.00221	0.14871	0.07293	type 5	sample 1686	good
0.15693	0.48132	0.03092	0.19449	0.07894	type 1	sample 1687	good
0.14936	0.48011	0.03057	0.19587	0.07333	type 1	sample 1688	good
0.14523	0.46454	0.03288	0.18974	0.06357	type 1	sample 1689	good
0.15241	0.47957	0.02056	0.19348	0.075	type 1	sample 1690	good
0.41639	0.33473	-0.0016	0.1503	0.07454	type 5	sample 1691	good
0.4103	0.33855	-0.00176	0.14943	0.07162	type 5	sample 1692	good
0.11254	0.21114	0.003	0.18324	0.11148	type 2	sample 1693	bad
0.41173	0.33572	0.00078	0.1511	0.07316	type 5	sample 1694	good
0.14998	0.42057	-0.06557	0.13517	0.07589	type 4	sample 1695	bad
0.11038	0.20912	0.01505	0.17704	0.04359	type 2	sample 1696	bad
0.14854	0.41681	-0.07172	0.13383	0.07744	type 4	sample 1697	bad
0.14515	0.39395	-0.09453	0.11706	0.07149	type 4	sample 1698	bad
0.39825	0.33941	0.00031	0.15262	0.07441	type 5	sample 1699	good
0.14627	0.39972	-0.09968	0.11581	0.0711	type 4	sample 1700	good
0.40075	0.34462	-0.00118	0.15451	0.07541	type 5	sample 1701	good
0.14256	0.34734	0.11064	-0.00111	0.07971	type 3	sample 1702	bad
0.41655	0.33645	-0.00348	0.15133	0.07268	type 5	sample 1703	bad
0.14765	0.40001	-0.10214	0.11254	0.07039	type 4	sample 1704	good
0.41299	0.33228	-0.00128	0.1501	0.07364	type 5	sample 1705	good
0.15396	0.48148	0.0329	0.19928	0.07495	type 1	sample 1706	good
0.16764	0.43477	0.05035	0.14003	0.07856	type 3	sample 1707	good
0.41032	0.3368	-0.00199	0.1512	0.07179	type 5	sample 1708	bad
0.11141	0.2054	0.01385	0.18294	0.07373	type 2	sample 1709	bad
0.11299	0.20756	0.00751	0.18768	0.1272	type 2	sample 1710	bad
0.12887	0.33604	0.12273	-0.0247	0.07829	type 3	sample 1711	bad
0.37703	0.35648	0.00505	0.15557	0.07352	type 5	sample 1712	good
0.14965	0.39162	-0.10837	0.11315	0.07416	type 4	sample 1713	bad
0.4058	0.33795	0.00099	0.15186	0.07315	type 5	sample 1714	good
0.14709	0.39665	-0.10763	0.11297	0.07355	type 4	sample 1715	good
0.14602	0.40552	-0.10034	0.11588	0.0748	type 4	sample 1716	bad
0.14642	0.38349	-0.10653	0.11468	0.07043	type 4	sample 1717	good
0.14378	0.39592	-0.09893	0.11787	0.07471	type 4	sample 1718	good
0.11228	0.20826	0.01159	0.18137	0.06926	type 2	sample 1719	bad
0.20152	0.42101	0.04465	0.14302	0.07803	type 3	sample 1720	good
0.1227	0.34819	0.12186	-0.0232	0.07911	type 3	sample 1721	good
0.14669	0.37874	-0.11863	0.10228	0.07926	type 4	sample 1722	good
0.14663	0.41402	-0.07195	0.12812	0.07389	type 4	sample 1723	bad
0.1463	0.48248	0.03003	0.19676	0.07492	type 1	sample 1724	good
0.11119	0.21097	0.01631	0.17169	0.00342	type 2	sample 1725	bad
0.4108	0.3367	-0.00219	0.15081	0.07349	type 5	sample 1726	good
0.1435	0.38588	-0.08755	0.12132	0.0734	type 4	sample 1727	bad
0.11053	0.20942	0.0152	0.17742	0.03813	type 2	sample 1728	bad
0.41331	0.33269	-4e-05	0.15008	0.07406	type 5	sample 1729	bad
0.14845	0.39765	-0.10629	0.11114	0.07467	type 4	sample 1730	bad
0.16886	0.43471	0.04919	0.14216	0.07395	type 3	sample 1731	good
0.14635	0.38251	-0.08031	0.12624	0.07094	type 4	sample 1732	bad
0.14939	0.38783	-0.10418	0.11451	0.07292	type 4	sample 1733	good
0.14735	0.38644	-0.10762	0.11417	0.07329	type 4	sample 1734	good
0.15046	0.47997	0.02729	0.1933	0.07261	type 1	sample 1735	good
0.14031	0.36341	-0.09887	0.11416	0.07034	type 4	sample 1736	bad
0.14777	0.48329	0.028	0.19347	0.06916	type 1	sample 1737	good
0.14511	0.37749	-0.1124	0.10531	0.07286	type 4	sample 1738	bad
0.15327	0.47949	0.0238	0.19351	0.07711	type 1	sample 1739	good
0.11065	0.21027	0.01359	0.18031	0.05673	type 2	sample 1740	bad
0.14604	0.48013	0.0304	0.19586	0.0721	type 1	sample 1741	good
0.14594	0.3878	-0.10445	0.11372	0.07505	type 4	sample 1742	good
0.14753	0.4807	0.02989	0.19501	0.07128	type 1	sample 1743	good
0.39032	0.34718	0.00543	0.15221	0.07442	type 5	sample 1744	good
0.32405	0.36925	0.02017	0.14729	0.07458	type 3	sample 1745	good
0.14853	0.40852	-0.08408	0.12294	0.07011	type 4	sample 1746	good
0.1501	0.48221	0.02708	0.19198	0.07131	type 1	sample 1747	good
0.14837	0.42342	-0.06345	0.13061	0.07108	type 4	sample 1748	good
0.15584	0.48011	0.03018	0.19884	0.07659	type 1	sample 1749	good
0.1127	0.21201	0.01655	0.17264	-0.00462	type 2	sample 1750	bad
0.15395	0.48048	0.02503	0.19728	0.07843	type 1	sample 1751	good
0.14743	0.40406	-0.10116	0.11559	0.07374	type 4	sample 1752	bad
0.14932	0.48018	0.03314	0.19365	0.074	type 1	sample 1753	good
0.11004	0.21173	0.01617	0.17993	0.05039	type 2	sample 1754	bad
0.11393	0.21254	0.0052	0.18526	0.11469	type 2	sample 1755	bad
0.14895	0.4007	-0.09652	0.11337	0.06898	type 4	sample 1756	bad
0.41549	0.33612	-0.00173	0.15015	0.07032	type 5	sample 1757	bad
0.15095	0.42023	-0.07055	0.13181	0.07221	type 4	sample 1758	good
0.11124	0.20861	0.018	0.17192	-0.00418	type 2	sample 1759	bad
0.14426	0.37134	-0.09122	0.12237	0.07077	type 4	sample 1760	bad
0.1466	0.40019	-0.09985	0.11491	0.07134	type 4	sample 1761	bad
0.14746	0.48255	0.03202	0.19388	0.07082	type 1	sample 1762	good
0.14911	0.48121	0.03061	0.19528	0.0757	type 1	sample 1763	good
0.14193	0.35872	-0.09188	0.11845	0.0785	type 4	sample 1764	bad
0.16326	0.45363	0.04124	0.16554	0.07636	type 3	sample 1765	bad
0.41142	0.33548	-0.00099	0.15018	0.07379	type 5	sample 1766	bad
0.18389	0.42903	0.04508	0.14297	0.07639	type 3	sample 1767	good
0.41267	0.33554	0.00066	0.15011	0.07399	type 5	sample 1768	bad
0.14841	0.41323	-0.09788	0.11761	0.07185	type 4	sample 1769	good
0.14559	0.38711	-0.11586	0.1064	0.07416	type 4	sample 1770	bad
0.14818	0.40244	-0.09535	0.11794	0.07332	type 4	sample 1771	good
0.11192	0.2073	0.00761	0.19038	0.13141	type 2	sample 1772	bad
0.14705	0.40733	-0.06597	0.1336	0.06858	type 4	sample 1773	good
0.14565	0.3973	-0.09681	0.11716	0.07106	type 4	sample 1774	bad
0.15528	0.4792	0.02596	0.19902	0.07967	type 1	sample 1775	good
0.15377	0.48046	0.02348	0.19533	0.07782	type 1	sample 1776	good
0.11204	0.20536	0.0074	0.19217	0.13471	type 2	sample 1777	bad
0.14698	0.3883	-0.10951	0.10941	0.0731	type 4	sample 1778	bad
0.15107	0.42158	-0.0656	0.13087	0.07186	type 4	sample 1779	bad
0.11044	0.21324	0.01514	0.16971	-0.00867	type 2	sample 1780	bad
0.15161	0.47816	0.03087	0.19534	0.07401	type 1	sample 1781	good
0.14818	0.4813	0.03086	0.19773	0.07309	type 1	sample 1782	good
0.41278	0.33521	0.00106	0.15027	0.07177	type 5	sample 1783	good
0.15435	0.48112	0.03323	0.20144	0.07651	type 1	sample 1784	good
0.11045	0.20736	0.00958	0.18199	0.06964	type 2	sample 1785	bad
0.14385	0.37253	-0.0875	0.12253	0.07917	type 4	sample 1786	bad
0.38737	0.34646	0.0003	0.15433	0.07729	type 5	sample 1787	bad
0.14597	0.39384	-0.09621	0.11731	0.07451	type 4	sample 1788	good
0.14291	0.3777	-0.08349	0.12619	0.07656	type 4	sample 1789	bad
0.11262	0.21218	0.00296	0.18461	0.11711	type 2	sample 1790	bad
0.41416	0.33514	-0.0025	0.14906	0.07386	type 5	sample 1791	bad
0.14831	0.40064	-0.08995	0.11886	0.07233	type 4	sample 1792	bad
0.11355	0.21163	0.01719	0.17085	-0.00454	type 2	sample 1793	bad
0.14245	0.46317	0.03136	0.18967	0.05328	type 1	sample 1794	good
0.11265	0.21136	0.01641	0.17043	-0.00355	type 2	sample 1795	bad
0.14627	0.38592	-0.11312	0.10911	0.08012	type 4	sample 1796	good
0.14877	0.4067	-0.08581	0.12413	0.07251	type 4	sample 1797	bad
0.16256	0.4293	0.05163	0.13396	0.0769	type 3	sample 1798	good
0.14172	0.37614	-0.08755	0.12232	0.07496	type 4	sample 1799	good
0.14798	0.39142	-0.1143	0.11143	0.07327	type 4	sample 1800	good
0.15353	0.47927	0.02532	0.19918	0.07518	type 1	sample 1801	good
0.10931	0.20707	0.01456	0.17845	0.03909	type 2	sample 1802	bad
0.18792	0.42533	0.04348	0.14497	0.07425	type 3	sample 1803	bad
0.1086	0.20551	0.01209	0.18326	0.06626	type 2	sample 1804	bad
0.14714	0.48396	0.03016	0.19432	0.07293	type 1	sample 1805	good
0.14743	0.39428	-0.0877	0.11954	0.07627	type 4	sample 1806	good
0.41186	0.33427	-0.00299	0.15144	0.07099	type 5	sample 1807	good
0.23823	0.40809	0.03273	0.14683	0.07972	type 3	sample 1808	good
0.15492	0.48315	0.03045	0.19825	0.07678	type 1	sample 1809	good
0.36012	0.36708	0.00683	0.1599	0.07296	type 5	sample 1810	good
0.39943	0.339	-0.00118	0.15295	0.07482	type 5	sample 1811	bad
0.14751	0.39536	-0.10131	0.11465	0.07545	type 4	sample 1812	bad
0.14741	0.48287	0.03094	0.19805	0.07238	type 1	sample 1813	good
0.1496	0.41389	-0.06985	0.12936	0.07299	type 4	sample 1814	good
0.14887	0.48039	0.03015	0.19713	0.07538	type 1	sample 1815	good
0.41352	0.33757	-0.00014	0.14953	0.07679	type 5	sample 1816	bad
0.14207	0.3877	-0.09631	0.11443	0.07335	type 4	sample 1817	good
0.14122	0.37368	-0.08669	0.12098	0.07259	type 4	sample 1818	good
0.149	0.39014	-0.11117	0.11009	0.06798	type 4	sample 1819	good
0.12027	0.31269	0.13423	-0.05923	0.07615	type 3	sample 1820	bad
0.15375	0.483	0.02999	0.19585	0.07274	type 1	sample 1821	good
0.41262	0.33356	-0.00015	0.15071	0.07202	type 5	sample 1822	good
0.10825	0.20528	0.01393	0.18435	0.07232	type 2	sample 1823	bad
0.14968	0.42839	-0.04455	0.14402	0.07497	type 4	sample 1824	good
0.1476	0.48131	0.03354	0.19494	0.07436	type 1	sample 1825	good
0.41658	0.3359	-0.00071	0.15194	0.07129	type 5	sample 1826	good
0.11054	0.21227	0.01545	0.17212	-0.00139	type 2	sample 1827	bad
0.14702	0.40832	-0.0721	0.13142	0.07231	type 4	sample 1828	good
0.14651	0.39006	-0.09848	0.11619	0.07199	type 4	sample 1829	bad
0.15477	0.47787	0.03102	0.19855	0.07772	type 1	sample 1830	good
0.1914	0.43182	0.04182	0.15061	0.07709	type 3	sample 1831	bad
0.41386	0.33497	0.00115	0.15353	0.07042	type 5	sample 1832	bad
0.10838	0.20456	0.01363	0.18327	0.06885	type 2	sample 1833	bad
0.4124	0.33559	0.00036	0.15112	0.07179	type 5	sample 1834	bad
0.41196	0.33716	-0.00093	0.14951	0.07235	type 5	sample 1835	bad
0.15022	0.42015	-0.05938	0.13588	0.07453	type 4	sample 1836	good
0.14627	0.40048	-0.0999	0.11397	0.07512	type 4	sample 1837	bad
0.14997	0.39307	-0.10209	0.116	0.07161	type 4	sample 1838	good
0.11095	0.21307	0.01557	0.17002	-0.00525	type 2	sample 1839	bad
0.14833	0.41621	-0.06458	0.13073	0.07629	type 4	sample 1840	good
0.10996	0.20292	0.00411	0.19007	0.12563	type 2	sample 1841	bad
0.39632	0.34475	0.00444	0.15586	0.07416	type 5	sample 1842	good
0.1414	0.35733	-0.09532	0.11904	0.06787	type 4	sample 1843	bad
0.40536	0.33832	0.0004	0.15384	0.07267	type 5	sample 1844	bad
0.14807	0.39637	-0.11114	0.10737	0.07433	type 4	sample 1845	bad
0.1102	0.20391	0.01219	0.18358	0.07381	type 2	sample 1846	bad
0.14651	0.38471	-0.1088	0.11243	0.07014	type 4	sample 1847	good
0.10782	0.20452	0.01404	0.18373	0.07273	type 2	sample 1848	bad
0.15119	0.42653	-0.06226	0.13684	0.07323	type 4	sample 1849	bad
0.41066	0.33423	-0.00063	0.15123	0.07405	type 5	sample 1850	good
0.39328	0.34761	0.0004	0.15387	0.07039	type 5	sample 1851	good
0.14794	0.4148	-0.07695	0.13117	0.071	type 4	sample 1852	good
0.1439	0.46824	0.03479	0.195	0.06025	type 1	sample 1853	good
0.11028	0.20726	0.00638	0.19105	0.13266	type 2	sample 1854	bad
0.14603	0.40512	-0.09479	0.12137	0.07299	type 4	sample 1855	good
0.14994	0.42304	-0.0589	0.13594	0.07499	type 4	sample 1856	bad
0.14104	0.37917	-0.09264	0.1191	0.07376	type 4	sample 1857	good
0.11161	0.20768	0.00567	0.18838	0.12555	type 2	sample 1858	bad
0.15058	0.36469	0.08928	0.03234	0.07994	type 3	sample 1859	good
0.14783	0.40039	-0.0973	0.11671	0.07439	type 4	sample 1860	good
0.11275	0.21014	0.0045	0.18568	0.11513	type 2	sample 1861	bad
